RSH #,RSH Lesson,SH,RSH Keyword,RTH Read,TH Read
1101,RSH1-L35,系,lineage,xì,xì|jì
1102,RSH1-L35,紧,tight,jǐn,jǐn
1103,RSH1-L36,却,withdraw,què,què
1104,RSH1-L36,脚,foot,jiǎo,jiǎo|jué
1105,RSH1-L36,服,apparel,fú,fú|fù
1106,RSH1-L36,报,newspaper,bào,bào
1107,RSH1-L36,命,fate,mìng,mìng
1108,RSH1-L36,贸,trade,mào,mào
1109,RSH1-L36,留,stay,liú,liú
1110,RSH1-L36,溜,slide,liū,liū|liù
1111,RSH1-L36,聊,chat,liáo,liáo
1112,RSH1-L36,柳,willow,liǔ,liǔ
1113,RSH1-L36,节,holiday,jié,jié|jiē
1114,RSH1-L36,卫,defend,wèi,wèi
1115,RSH1-L36,令,orders,lìng,lìng|líng|lǐng
1116,RSH1-L36,冷,cold,lěng,lěng
1117,RSH1-L36,零,zero,líng,líng|līng
1118,RSH1-L36,领,collar,lǐng,lǐng
1119,RSH1-L36,通,communicate,tōng,tōng|tòng
1120,RSH1-L36,勇,courageous,yǒng,yǒng
1121,RSH1-L36,仓,storehouse,cāng,cāng
1122,RSH1-L36,枪,gun,qiāng,qiāng|chēng
1123,RSH1-L36,创,initiate,chuàng,chuàng|chuāng
1124,RSH1-L36,犯,criminal,fàn,fàn
1125,RSH1-L36,危,danger,wēi,wēi
1126,RSH1-L36,脆,fragile,cuì,cuì
1127,RSH1-L36,印,print,yìn,yìn
1128,RSH1-L37,酒,liquor,jiǔ,jiǔ
1129,RSH1-L37,配,distribute,pèi,pèi
1130,RSH1-L37,酋,chieftain,qiú,qiú
1131,RSH1-L37,尊,venerate,zūn,zūn
1132,RSH1-L37,遵,abide by,zūn,zūn
1133,RSH1-L37,豆,beans,dòu,dòu
1134,RSH1-L37,短,short,duǎn,duǎn
1135,RSH1-L37,厨,kitchen,chú,chú
1136,RSH1-L37,鼓,drum,gǔ,gǔ|gū
1137,RSH1-L37,喜,joyful,xǐ,xǐ
1138,RSH1-L37,血,blood,xuè,xuè|xiě
1139,RSH1-L37,盖,lid,gài,gài
1140,RSH1-L37,温,temperature,wēn,wēn
1141,RSH1-L37,监,supervise,jiān,jiān|jiàn
1142,RSH1-L37,篮,basket,lán,lán
1143,RSH1-L37,蓝,blue,lán,lán
1144,RSH1-L37,银,silver,yín,yín
1145,RSH1-L37,跟,heel,gēn,gēn
1146,RSH1-L37,很,very,hěn,hěn
1147,RSH1-L37,根,root,gēn,gēn
1148,RSH1-L37,即,immediately,jí,jí
1149,RSH1-L37,退,retreat,tuì,tuì
1150,RSH1-L37,腿,leg,tuǐ,tuǐ
1151,RSH1-L37,限,limit,xiàn,xiàn
1152,RSH1-L37,眼,eyelet,yǎn,yǎn
1153,RSH1-L37,良,high-quality,liáng,liáng
1154,RSH1-L37,浪,breakers,làng,làng
1155,RSH1-L37,娘,mom,niáng,niáng
1156,RSH1-L37,食,food,shí,shí|sì
1157,RSH1-L37,饭,meal,fàn,fàn
1158,RSH1-L37,餐,dine,cān,cān
1159,RSH1-L37,馆,Bldg.,guǎn,guǎn
1160,RSH1-L37,既,since,jì,jì
1161,RSH1-L37,概,approximate,gài,gài
1162,RSH1-L38,平,even,píng,píng
1163,RSH1-L38,评,evaluate,píng,píng
1164,RSH1-L38,坪,level ground,píng,píng
1165,RSH1-L38,乎,ooh!,hū,hū
1166,RSH1-L38,呼,shout,hū,hū
1167,RSH1-L38,希,hope,xī,xī
1168,RSH1-L38,稀,scarce,xī,xī
1169,RSH1-L38,杀,kill,shā,shā
1170,RSH1-L38,风,wind,fēng,fēng
1171,RSH1-L38,讽,mock,fěng,fěng
1172,RSH1-L38,冈,ridge of a hill,gāng,gāng
1173,RSH1-L38,刚,just now,gāng,gāng
1174,RSH1-L38,网,net,wǎng,wǎng
1175,RSH1-L38,画,drawing,huà,huà
1176,RSH1-L38,凶,cruel,xiōng,xiōng
1177,RSH1-L38,胸,bosom,xiōng,xiōng
1178,RSH1-L38,脑,brain,nǎo,nǎo
1179,RSH1-L38,恼,annoyed,nǎo,nǎo
1180,RSH1-L38,离,leave,lí,lí
1181,RSH1-L38,禽,fowl,qín,qín
1182,RSH1-L38,义,righteousness,yì,yì
1183,RSH1-L38,议,deliberate,yì,yì
1184,RSH1-L38,蚁,ant,yǐ,yǐ
1185,RSH1-L38,辛,peppery,xīn,xīn
1186,RSH1-L38,辩,dispute,biàn,biàn
1187,RSH1-L38,辟,repudiate,pì,pì
1188,RSH1-L38,壁,partition,bì,bì
1189,RSH1-L38,避,evade,bì,bì
1190,RSH1-L38,亲,relatives,qīn,qīn|qìng
1191,RSH1-L38,新,new,xīn,xīn
1192,RSH1-L38,薪,fuel,xīn,xīn
1193,RSH1-L38,幸,good fortune,xìng,xìng
1194,RSH1-L38,叫,call,jiào,jiào
1195,RSH1-L38,收,receive,shōu,shōu
1196,RSH1-L38,亥,sign of the hog,hài,hài
1197,RSH1-L38,核,nucleus,hé,hé|hú
1198,RSH1-L38,孩,tot,hái,hái
1199,RSH1-L38,刻,carve,kè,kè
1200,RSH1-L38,该,should,gāi,gāi
1201,RSH1-L38,术,art,shù,shù|zhú
1202,RSH1-L38,述,narrate,shù,shù
1203,RSH1-L38,襄,aid,xiāng,xiāng
1204,RSH1-L38,壤,territory,rǎng,rǎng
1205,RSH1-L38,寒,frigid,hán,hán
1206,RSH1-L38,赛,competition,sài,sài
1207,RSH1-L39,毒,poison,dú,dú
1208,RSH1-L39,麦,wheat,mài,mài
1209,RSH1-L39,素,vegetarian diet,sù,sù
1210,RSH1-L39,青,blue or green,qīng,qīng
1211,RSH1-L39,精,refined,jīng,jīng
1212,RSH1-L39,请,invite,qǐng,qǐng
1213,RSH1-L39,情,feelings,qíng,qíng
1214,RSH1-L39,睛,eyeball,jīng,jīng
1215,RSH1-L39,清,pure,qīng,qīng
1216,RSH1-L39,静,quiet,jìng,jìng
1217,RSH1-L39,责,responsibility,zé,zé
1218,RSH1-L39,绩,accomplishments,jì,jì
1219,RSH1-L39,表,surface,biǎo,biǎo
1220,RSH1-L39,生,life,shēng,shēng
1221,RSH1-L39,星,star,xīng,xīng
1222,RSH1-L39,姓,surname,xìng,xìng
1223,RSH1-L39,性,sex,xìng,xìng
1224,RSH1-L39,胜,victory,shèng,shèng
1225,RSH1-L39,丰,plentiful,fēng,fēng
1226,RSH1-L39,害,harm,hài,hài
1227,RSH1-L39,割,cut off,gē,gē
1228,RSH1-L39,慧,intelligent,huì,huì
1229,RSH1-L39,韦,tanned hide,wéi,wéi
1230,RSH1-L39,围,surround,wéi,wéi
1231,RSH1-L39,伟,great,wěi,wěi
1232,RSH1-L39,春,springtime,chūn,chūn
1233,RSH1-L39,泰,tranquil,tài,tài
1234,RSH1-L39,奉,proffer,fèng,fèng
1235,RSH1-L39,棒,cudgel,bàng,bàng
1236,RSH1-L39,击,beat,jī,jī
1237,RSH1-L39,陆,land,lù,liù|lù
1238,RSH1-L39,专,specialty,zhuān,zhuān
1239,RSH1-L39,传,spread,chuán,chuán|zhuàn
1240,RSH1-L39,转,rotate,zhuàn,zhuǎn|zhuàn|zhuǎi
1241,RSH1-L39,勤,diligent,qín,qín
1242,RSH1-L39,谨,careful,jǐn,jǐn
1243,RSH1-L39,垂,droop,chuí,chuí
1244,RSH1-L39,锤,hammer,chuí,chuí
1245,RSH1-L39,睡,sleep,shuì,shuì
1246,RSH1-L40,今,now,jīn,jīn
1247,RSH1-L40,含,harbor,hán,hán
1248,RSH1-L40,念,miss,niàn,niàn
1249,RSH1-L40,东,east,dōng,dōng
1250,RSH1-L40,栋,building,dòng,dòng
1251,RSH1-L40,冻,freeze,dòng,dòng
1252,RSH1-L40,陈,exhibit,chén,chén
1253,RSH1-L40,练,practice,liàn,liàn
1254,RSH1-L40,拣,opt for,jiǎn,jiǎn
1255,RSH1-L40,西,west,xī,xī
1256,RSH1-L40,要,want,yào,yào|yāo
1257,RSH1-L40,腰,waist,yāo,yāo
1258,RSH1-L40,票,ticket,piào,piào
1259,RSH1-L40,漂,drift,piào,piǎo|piào|piāo
1260,RSH1-L40,贾,merchant,gǔ,gǔ|Jiǎ
1261,RSH1-L40,南,south,nán,nán|nā
1262,RSH1-L41,门,gate,mén,mén
1263,RSH1-L41,们,(plural),men,men
1264,RSH1-L41,闲,leisure,xián,xián
1265,RSH1-L41,问,ask,wèn,wèn
1266,RSH1-L41,间,interval,jiàn,jiān|jiàn|gān
1267,RSH1-L41,简,simple,jiǎn,jiǎn
1268,RSH1-L41,闻,hear,wén,wén
1269,RSH1-L41,非,non-,fēi,fēi
1270,RSH1-L41,排,row,pái,pái|pǎi
1271,RSH1-L41,罪,guilt,zuì,zuì
1272,RSH1-L41,靠,lean on,kào,kào
1273,RSH1-L41,侯,marquis,hóu,hóu
1274,RSH1-L41,候,wait,hòu,hòu
1275,RSH1-L41,决,decide,jué,jué
1276,RSH1-L41,快,fast,kuài,kuài
1277,RSH1-L41,块,lump,kuài,kuài
1278,RSH1-L41,筷,chopsticks,kuài,kuài
1279,RSH1-L42,干,dry,gān,gān|qián
1280,RSH1-L42,岸,shore,àn,àn
1281,RSH1-L42,旱,drought,hàn,hàn
1282,RSH1-L42,赶,hurry,gǎn,gǎn
1283,RSH1-L42,于,Yu,yú,yú|Yú
1284,RSH1-L42,宇,eaves,yǔ,yǔ
1285,RSH1-L42,余,excess,yú,yú|Yú
1286,RSH1-L42,除,eliminate,chú,chú
1287,RSH1-L42,途,route,tú,tú
1288,RSH1-L42,束,bundle up,shù,shù
1289,RSH1-L42,速,quick,sù,sù
1290,RSH1-L42,辣,spicy hot,là,là|lā
1291,RSH1-L42,整,entire,zhěng,zhěng
1292,RSH1-L42,重,heavy,zhòng,zhòng|chóng
1293,RSH1-L42,懂,understand,dǒng,dǒng
1294,RSH1-L43,病,illness,bìng,bìng
1295,RSH1-L43,痛,ache,tòng,tòng
1296,RSH1-L43,疯,insane,fēng,fēng
1297,RSH1-L43,区,region,qū,qū|Ōu
1298,RSH1-L43,枢,hub,shū,shū
1299,RSH1-L43,欧,Europe,ōu,Ōu
1300,RSH1-L43,医,physician,yī,yī
1301,RSH1-L43,仰,look up to,yǎng,yǎng
1302,RSH1-L43,迎,greet,yíng,yíng
1303,RSH1-L43,登,ascend,dēng,dēng
1304,RSH1-L43,发,send out,fā,fā
1305,RSH1-L43,废,discard,fèi,fèi
1306,RSH1-L44,形,shape,xíng,xíng
1307,RSH1-L44,影,shadow,yǐng,yǐng
1308,RSH1-L44,彩,hue,cǎi,cǎi
1309,RSH1-L44,须,have to,xū,xū
1310,RSH1-L44,参,participate,cān,cān|cēn|shēn
1311,RSH1-L44,惨,wretched,cǎn,cǎn
1312,RSH1-L44,修,repair,xiū,xiū
1313,RSH1-L44,珍,rare,zhēn,zhēn
1314,RSH1-L44,产,products,chǎn,chǎn
1315,RSH1-L44,彦,erudite,yàn,yàn
1316,RSH1-L44,颜,countenance,yán,yán
1317,RSH1-L44,文,literature,wén,wén
1318,RSH1-L44,蚊,mosquito,wén,wén
1319,RSH1-L44,这,this,zhè,zhè
1320,RSH1-L44,齐,identical,qí,qí|zī|zhāi
1321,RSH1-L44,济,relieve,jì,jǐ|jì
1322,RSH1-L44,率,rate,shuài,lǜ|shuài
1323,RSH1-L44,摔,tumble,shuāi,shuāi
1324,RSH1-L44,央,center,yāng,yāng
1325,RSH1-L44,英,England,yīng,yīng
1326,RSH1-L44,唤,call out,huàn,huàn
1327,RSH1-L44,换,exchange,huàn,huàn
1328,RSH1-L44,巴,crust,bā,bā|bà
1329,RSH1-L44,把,grasp,bǎ,bǎ|bà
1330,RSH1-L44,爸,papa,bà,bà
1331,RSH1-L44,吧,bar,bā,ba|bā
1332,RSH1-L44,色,color,sè,sè|shǎi
1333,RSH1-L44,绝,discontinue,jué,jué
1334,RSH1-L44,艳,gorgeous,yàn,yàn
1335,RSH1-L45,甘,sweet,gān,gān
1336,RSH1-L45,某,such and such,mǒu,mǒu
1337,RSH1-L45,其,his-hers-its-theirs,qí,qí|jī
1338,RSH1-L45,期,period of time,qī,qī|jī
1339,RSH1-L45,基,base,jī,jī
1340,RSH1-L45,甚,tremendously,shèn,shèn|shén
1341,RSH1-L45,斯,Sphinx,sī,sī
1342,RSH1-L45,贵,expensive,guì,guì
1343,RSH1-L45,遗,bequeath,yí,yí|wèi
1344,RSH1-L45,舞,dance,wǔ,wǔ
1345,RSH1-L46,且,moreover,qiě,qiě
1346,RSH1-L46,姐,older sister,jiě,jiě
1347,RSH1-L46,组,group,zǔ,zǔ
1348,RSH1-L46,祖,ancestor,zǔ,zǔ
1349,RSH1-L46,助,assist,zhù,zhù
1350,RSH1-L46,普,universal,pǔ,pǔ
1351,RSH1-L46,业,profession,yè,yè
1352,RSH1-L46,显,obvious,xiǎn,xiǎn
1353,RSH1-L46,亚,Asia,yà,yà
1354,RSH1-L46,恶,evil,è,è|ě|wù
1355,RSH1-L46,严,strict,yán,yán
1356,RSH1-L46,共,together,gòng,gòng
1357,RSH1-L46,供,supply,gōng,gōng|gòng
1358,RSH1-L46,巷,lane,xiàng,xiàng|hàng
1359,RSH1-L46,港,port,gǎng,gǎng
1360,RSH1-L47,井,well,jǐng,jǐng
1361,RSH1-L47,讲,lecture,jiǎng,jiǎng
1362,RSH1-L47,进,advance,jìn,jìn
1363,RSH1-L47,角,angle,jiǎo,jiǎo|jué
1364,RSH1-L47,解,untie,jiě,jiě|jiè|xiè
1365,RSH1-L47,嘴,orifice,zuǐ,zuǐ
1366,RSH1-L47,再,once more,zài,zài
1367,RSH1-L47,扁,flat,biǎn,biǎn|piān
1368,RSH1-L47,篇,piece of writing,piān,piān
1369,RSH1-L47,编,compile,biān,biān
1370,RSH1-L47,典,canon,diǎn,diǎn
1371,RSH1-L48,氏,family name,shì,shì|zhī
1372,RSH1-L48,纸,paper,zhǐ,zhǐ
1373,RSH1-L48,昏,dusk,hūn,hūn
1374,RSH1-L48,婚,marriage,hūn,hūn
1375,RSH1-L48,低,low,dī,dī
1376,RSH1-L48,底,bottom,dǐ,dǐ
1377,RSH1-L48,民,people,mín,mín
1378,RSH1-L48,眠,slumber,mián,mián
1379,RSH1-L48,甫,Fu,fǔ,fǔ
1380,RSH1-L48,辅,supplement,fǔ,fǔ
1381,RSH1-L48,博,knowledgeable,bó,bó
1382,RSH1-L48,搏,wrestle,bó,bó
1383,RSH1-L48,都,metropolis,dū,dōu
1384,RSH1-L48,部,department,bù,bù
1385,RSH1-L48,郎,young man,láng,láng|làng
1386,RSH1-L48,帮,help,bāng,bāng
1387,RSH1-L48,乡,countryside,xiāng,xiāng
1388,RSH1-L49,段,section,duàn,duàn
1389,RSH1-L49,锻,forge,duàn,duàn
1390,RSH1-L49,幻,unreal,huàn,huàn
1391,RSH1-L49,司,take charge of,sī,sī
1392,RSH1-L49,词,word,cí,cí
1393,RSH1-L49,书,book,shū,shū
1394,RSH1-L49,舟,boat,zhōu,zhōu
1395,RSH1-L49,船,ship,chuán,chuán
1396,RSH1-L49,般,sort,bān,bān|pán|bō
1397,RSH1-L49,盘,tray,pán,pán
1398,RSH1-L49,搬,relocate,bān,bān
1399,RSH1-L49,瓜,melon,guā,guā
1400,RSH1-L49,孤,orphan,gū,gū
1401,RSH1-L50,益,benefit,yì,yì
1402,RSH1-L50,假,vacation,jià,jiǎ|jià
1403,RSH1-L50,暇,spare time,xiá,xiá
1404,RSH1-L50,气,air,qì,qì
1405,RSH1-L50,汽,vapor,qì,qì
1406,RSH1-L50,面,face-to-face,miàn,miàn
1407,RSH1-L50,革,leather,gé,gé|jí
1408,RSH1-L50,鞋,shoes,xié,xié
1409,RSH1-L50,勒,tighten,lēi,lēi|lè
1410,RSH1-L50,馨,fragrant,xīn,xīn
1411,RSH1-L50,声,voice,shēng,shēng
1412,RSH1-L50,承,undertake,chéng,chéng
1413,RSH1-L50,蒸,steam,zhēng,zhēng
1414,RSH1-L51,牙,tooth,yá,yá
1415,RSH1-L51,穿,pass through,chuān,chuān
1416,RSH1-L51,呀,wow!,ya,ya|yā
1417,RSH1-L51,释,explain,shì,shì
1418,RSH1-L51,番,try,fān,fān|Pān
1419,RSH1-L51,翻,turn over,fān,fān
1420,RSH1-L51,播,broadcast,bō,bō
1421,RSH1-L51,毛,fur,máo,máo
1422,RSH1-L51,尾,tail,wěi,wěi|yǐ
1423,RSH1-L51,笔,pen,bǐ,bǐ
1424,RSH1-L51,托,entrust,tuō,tuō
1425,RSH1-L51,宅,dwelling,zhái,zhái
1426,RSH1-L51,展,unfold,zhǎn,zhǎn
1427,RSH1-L51,丧,funeral,sàng,sāng|sàng
1428,RSH1-L51,长,long,cháng,cháng|zhǎng
1429,RSH1-L51,张,stretch,zhāng,zhāng
1430,RSH1-L51,涨,swell,zhàng,zhǎng|zhàng
1431,RSH1-L52,雁,wild goose,yàn,yàn
1432,RSH1-L52,应,ought to,yīng,yīng|yìng
1433,RSH1-L52,兴,excitement,xìng,xīng|xìng
1434,RSH1-L52,举,lift up,jǔ,jǔ
1435,RSH1-L52,检,examine,jiǎn,jiǎn
1436,RSH1-L52,脸,face,liǎn,liǎn
1437,RSH1-L52,险,perilous,xiǎn,xiǎn
1438,RSH1-L52,鸟,bird,niǎo,niǎo|diǎo
1439,RSH1-L52,鸡,chicken,jī,jī
1440,RSH1-L52,鹰,hawk,yīng,yīng
1441,RSH1-L52,鸭,duck,yā,yā
1442,RSH1-L52,岛,island,dǎo,dǎo
1443,RSH1-L52,遇,encounter,yù,yù
1444,RSH1-L52,缺,deficient,quē,quē
1445,RSH1-L52,遥,remote,yáo,yáo
1446,RSH1-L52,摇,shake,yáo,yáo
1447,RSH1-L52,兔,rabbit,tù,tù
1448,RSH1-L52,逸,flee,yì,yì
1449,RSH1-L52,免,avoid,miǎn,miǎn
1450,RSH1-L52,晚,nightfall,wǎn,wǎn
1451,RSH1-L52,象,elephant,xiàng,xiàng
1452,RSH1-L52,像,likeness,xiàng,xiàng
1453,RSH1-L53,马,horse,mǎ,mǎ
1454,RSH1-L53,妈,mama,mā,mā
1455,RSH1-L53,吗,yes or no,ma,ma
1456,RSH1-L53,骂,scold,mà,mà
1457,RSH1-L53,验,check,yàn,yàn
1458,RSH1-L53,骑,ride,qí,qí|jì
1459,RSH1-L53,虎,tiger,hǔ,hǔ|hū|hù
1460,RSH1-L53,虑,ponder,lǜ,lǜ
1461,RSH1-L53,虚,false,xū,xū
1462,RSH1-L53,鹿,deer,lù,lù
1463,RSH1-L53,熊,bear,xióng,xióng
1464,RSH1-L53,能,ability,néng,néng
1465,RSH1-L54,寅,sign of the tiger,yín,yín
1466,RSH1-L54,演,perform,yǎn,yǎn
1467,RSH1-L54,辰,sign of the dragon,chén,chén
1468,RSH1-L54,晨,morning,chén,chén
1469,RSH1-L54,关,shut,guān,guān
1470,RSH1-L54,送,deliver,sòng,sòng
1471,RSH1-L54,联,unite,lián,lián
1472,RSH1-L54,鬼,ghost,guǐ,guǐ
1473,RSH1-L54,魔,demon,mó,mó
1474,RSH1-L54,龙,dragon,lóng,lóng
1475,RSH1-L54,袭,raid,xí,xí
1476,RSH1-L55,那,that,nà,nà
1477,RSH1-L55,哪,which?,nǎ,nǎ|na|něi|Né
1478,RSH1-L55,两,dos,liǎng,liǎng
1479,RSH1-L55,俩,duo,liǎ,liǎ|liǎng
1480,RSH1-L55,满,full,mǎn,mǎn
1481,RSH1-L55,县,county,xiàn,xiàn
1482,RSH1-L55,悬,suspend,xuán,xuán
1483,RSH1-L55,窗,window,chuāng,chuāng
1484,RSH1-L55,电,electricity,diàn,diàn
1485,RSH1-L55,掩,conceal,yǎn,yǎn
1486,RSH1-L55,丑,clown,chǒu,chǒu
1487,RSH1-L55,扭,twist,niǔ,niǔ|niū
1488,RSH1-L55,黄,yellow,huáng,huáng
1489,RSH1-L55,横,horizontal,héng,héng|hèng
1490,RSH1-L55,赤,crimson,chì,chì
1491,RSH1-L55,亦,likewise,yì,yì
1492,RSH1-L55,弯,curved,wān,wān
1493,RSH1-L55,湾,bay,wān,wān
1494,RSH1-L55,恋,be enamored of,liàn,liàn
1495,RSH1-L55,变,change,biàn,biàn
1496,RSH1-L55,卑,lowly,bēi,bēi
1497,RSH1-L55,牌,brand,pái,pái
1498,RSH1-L55,套,cover,tào,tào
1499,RSH1-L55,曰,sayeth,yuē,yuē
1500,RSH1-L55,属,belong to,shǔ,shǔ|zhǔ
1501,RSH2-L01,叭,trumpet,bā,ba|bā
1502,RSH2-L02,咕,mutter,gū,gū
1503,RSH2-L02,胆,gall bladder,dǎn,dǎn
1504,RSH2-L03,咱,we (inclusive),zán,zán
1505,RSH2-L03,肿,swollen,zhǒng,zhǒng
1506,RSH2-L03,串,string together,chuàn,chuàn
1507,RSH2-L03,吓,terrify,xià,xià|hè
1508,RSH2-L03,罩,overspread,zhào,zhào
1509,RSH2-L04,兽,beast,shòu,shòu
1510,RSH2-L04,嚣,hubbub,xiāo,xiāo
1511,RSH2-L05,矗,stand straight,chù,chù
1512,RSH2-L05,颠,invert,diān,diān
1513,RSH2-L05,巩,strengthen,gǒng,gǒng
1514,RSH2-L05,叨,talkative,dāo,dāo|tāo
1515,RSH2-L05,刮,scrape,guā,guā|kā
1516,RSH2-L05,盯,stare at,dīng,dīng
1517,RSH2-L05,呵,rebuke,hē,hē
1518,RSH2-L06,姑,father's sister,gū,gū
1519,RSH2-L06,婴,baby,yīng,yīng
1520,RSH2-L06,姆,nanny,mǔ,mǔ
1521,RSH2-L06,兢,cautious,jīng,jīng
1522,RSH2-L07,奋,exert oneself,fèn,fèn
1523,RSH2-L07,夹,press from both sides,jiā,jiā|jiá|gā
1524,RSH2-L07,颊,cheek,jiá,jiá
1525,RSH2-L07,厕,toilet,cè,cè|si
1526,RSH2-L07,硕,big,shuò,shuò
1527,RSH2-L07,砌,lay brick,qì,qì|qiè
1528,RSH2-L07,哨,whistle,shào,shào
1529,RSH2-L07,晃,sway,huàng,huàng|huǎng
1530,RSH2-L08,泪,tears,lèi,lèi
1531,RSH2-L08,泄,discharge,xiè,xiè|yì
1532,RSH2-L08,泊,moor,bó,pō|bó
1533,RSH2-L08,沾,soak,zhān,zhān
1534,RSH2-L08,渺,insignificant,miǎo,miǎo
1535,RSH2-L08,汰,get rid of,tài,tài
1536,RSH2-L08,咏,chant,yǒng,yǒng
1537,RSH2-L08,腺,gland,xiàn,xiàn
1538,RSH2-L08,鲁,Lu,lǔ,lǔ
1539,RSH2-L08,坦,level,tǎn,tǎn
1540,RSH2-L08,坝,dam,bà,bà
1541,RSH2-L08,涯,bank,yá,yá
1542,RSH2-L08,娃,newborn,wá,wá
1543,RSH2-L08,肘,elbow,zhǒu,zhǒu
1544,RSH2-L08,碍,obstruct,ài,ài
1545,RSH2-L08,夺,take by force,duó,duó
1546,RSH2-L08,灼,scorch,zhuó,zhuó
1547,RSH2-L08,炒,stir-fry,chǎo,chǎo
1548,RSH2-L08,灶,cooking stove,zào,zào
1549,RSH2-L09,哩,mile,lǐ,li|lǐ|lī
1550,RSH2-L09,厘,smidgen,lí,xǐ|lí
1551,RSH2-L09,鲤,carp,lǐ,lǐ
1552,RSH2-L09,嘿,Hey!,hēi,hēi
1553,RSH2-L09,熏,treat with smoke,xūn,xūn|xùn
1554,RSH2-L09,丹,cinnabar red,dān,dān
1555,RSH2-L09,炯,shining,jiǒng,jiǒng
1556,RSH2-L09,晌,part of the day,shǎng,shǎng
1557,RSH2-L09,淌,trickle,tǎng,tǎng
1558,RSH2-L09,宁,calm,níng,níng|nìng
1559,RSH2-L09,寡,widowed,guǎ,guǎ
1560,RSH2-L09,喧,boisterous,xuān,xuān
1561,RSH2-L10,棚,shed,péng,péng
1562,RSH2-L10,柏,cypress,bǎi,bǎi|bó|bò
1563,RSH2-L10,朴,plain,pǔ,pǔ
1564,RSH2-L10,朵,flouds,duǒ,duǒ
1565,RSH2-L10,杠,thick stick,gàng,gàng
1566,RSH2-L10,椅,chair,yǐ,yǐ
1567,RSH2-L10,樱,cherry,yīng,yīng
1568,RSH2-L10,梢,treetops,shāo,shāo
1569,RSH2-L10,杜,prevent,dù,dù
1570,RSH2-L10,杰,outstanding,jié,jié
1571,RSH2-L10,桐,paulownia,tóng,tóng
1572,RSH2-L10,宋,Song Dynasty,sòng,Sòng
1573,RSH2-L10,桂,cassia-bark tree,guì,guì
1574,RSH2-L10,淋,drench,lín,lín|līn|lìn
1575,RSH2-L10,焚,burn,fén,fén
1576,RSH2-L10,厢,side room,xiāng,xiāng
1577,RSH2-L10,昧,obscure,mèi,mèi
1578,RSH2-L10,朱,vermillion,zhū,zhū
1579,RSH2-L10,株,tree trunk,zhū,zhū
1580,RSH2-L10,萌,bud,méng,méng
1581,RSH2-L10,苟,careless,gǒu,gǒu
1582,RSH2-L10,苛,exacting,kē,kē
1583,RSH2-L10,萝,edible root,luó,luó
1584,RSH2-L10,膜,membrane,mó,mó
1585,RSH2-L10,暮,sunset,mù,mù
1586,RSH2-L10,寞,solitary,mò,mò
1587,RSH2-L11,猫,cat,māo,māo|máo
1588,RSH2-L11,狭,narrow,xiá,xiá
1589,RSH2-L11,狸,raccoon dog,lí,lí
1590,RSH2-L11,犹,just like,yóu,yóu
1591,RSH2-L11,燃,ignite,rán,rán
1592,RSH2-L11,咒,curse,zhòu,zhòu
1593,RSH2-L11,嗅,sniff,xiù,xiù
1594,RSH2-L11,牢,jail,láo,láo
1595,RSH2-L11,牡,dude,mǔ,mǔ
1596,RSH2-L11,宪,constitution,xiàn,xiàn
1597,RSH2-L11,赞,succor,zàn,zàn
1598,RSH2-L12,伞,umbrella,sǎn,sǎn
1599,RSH2-L12,舍,abode,shè,shě|shè
1600,RSH2-L12,啥,wha?,shá,shá|shà
1601,RSH2-L12,洽,in agreement,qià,qià
1602,RSH2-L12,旺,thriving,wàng,wàng
1603,RSH2-L12,碧,green jade,bì,bì
1604,RSH2-L12,琐,trivial,suǒ,suǒ
1605,RSH2-L12,汪,tearful,wāng,wāng
1606,RSH2-L12,枉,crooked,wǎng,wǎng
1607,RSH2-L12,珠,pearl,zhū,zhū
1608,RSH2-L12,噩,shocking,è,è
1609,RSH2-L12,栓,plug,shuān,shuān
1610,RSH2-L12,柱,pillar,zhù,zhù
1611,RSH2-L12,钥,key,yào,yào|yuè
1612,RSH2-L12,钻,drill,zuān,zuān|zuàn
1613,RSH2-L12,钞,paper money,chāo,chāo
1614,RSH2-L12,锁,lock,suǒ,suǒ
1615,RSH2-L12,销,put up for sale,xiāo,xiāo
1616,RSH2-L12,锣,gong,luó,luó
1617,RSH2-L13,迫,compel,pò,pò|pǎi
1618,RSH2-L13,迁,resituate,qiān,qiān
1619,RSH2-L13,逼,press,bī,bī
1620,RSH2-L13,辽,far away,liáo,liáo
1621,RSH2-L13,逻,make the rounds,luó,luó
1622,RSH2-L13,逞,flaunt,chěng,chěng
1623,RSH2-L13,轨,rails,guǐ,guǐ
1624,RSH2-L13,轧,flatten,yà,yà|zhá|gá
1625,RSH2-L13,辐,spokes,fú,fú
1626,RSH2-L13,链,chain,liàn,liàn|jiàn
1627,RSH2-L13,煎,saute,jiān,jiān
1628,RSH2-L13,喻,figure of speech,yù,yù
1629,RSH2-L13,榆,elm,yú,yú
1630,RSH2-L13,胳,upper limb,gē,gē|gé|gā
1631,RSH2-L13,厦,skyscraper,shà,shà|Xià
1632,RSH2-L14,牵,lead along,qiān,qiān
1633,RSH2-L14,浑,muddled,hún,hún
1634,RSH2-L14,晕,dizzy,yūn,yūn|yùn
1635,RSH2-L14,炕,brick-heated bed,kàng,kàng
1636,RSH2-L14,膏,ointment,gāo,gāo|gào
1637,RSH2-L14,淳,honest,chún,chún
1638,RSH2-L14,亨,go smoothly,hēng,hēng
